3,1,86.80,158.00,61.41,101.70,1,-1,-1,-1,00:00:00:3
4,1,86.93,158.00,61.14,101.25,1,-1,-1,-1,00:00:00:4
5,1,86.98,158.00,61.03,101.08,1,-1,-1,-1,00:00:00:5
6,1,87.00,158.00,61.00,101.02,1,-1,-1,-1,00:00:00:6
7,1,87.01,158.00,60.99,101.00,1,-1,-1,-1,00:00:00:7
8,1,87.01,158.00,60.98,100.99,1,-1,-1,-1,00:00:00:8
9,1,87.01,158.00,60.98,100.99,1,-1,-1,-1,00:00:00:9
10,1,87.01,158.00,60.98,100.99,1,-1,-1,-1,00:00:01:0
11,1,86.72,158.00,60.91,100.99,1,-1,-1,-1,00:00:01:1
12,1,86.92,158.00,60.91,100.99,1,-1,-1,-1,00:00:01:2
13,1,86.99,158.00,60.92,100.99,1,-1,-1,-1,00:00:01:3
14,1,86.74,158.00,60.84,100.99,1,-1,-1,-1,00:00:01:4
15,1,86.66,158.00,60.77,100.99,1,-1,-1,-1,00:00:01:5
16,1,86.65,158.00,60.70,100.99,1,-1,-1,-1,00:00:01:6
17,1,86.95,158.00,60.73,100.99,1,-1,-1,-1,00:00:01:7
18,1,86.78,158.00,60.66,100.99,1,-1,-1,-1,00:00:01:8
19,1,86.73,158.00,60.60,101.00,1,-1,-1,-1,00:00:01:9
20,1,86.73,158.00,60.55,101.00,1,-1,-1,-1,00:00:02:0
21,1,86.74,158.00,60.50,101.00,1,-1,-1,-1,00:00:02:1
22,1,86.76,158.00,60.45,101.00,1,-1,-1,-1,00:00:02:2
23,1,87.06,158.00,60.50,101.00,1,-1,-1,-1,00:00:02:3
24,1,87.32,158.64,60.22,100.35,1,-1,-1,-1,00:00:02:4
25,1,87.23,158.24,60.50,100.75,1,-1,-1,-1,00:00:02:5
26,1,87.18,158.09,60.62,100.91,1,-1,-1,-1,00:00:02:6
27,1,87.16,158.03,60.69,100.96,1,-1,-1,-1,00:00:02:7
28,1,86.87,158.01,60.63,100.99,1,-1,-1,-1,00:00:02:8
29,1,86.77,158.00,60.58,100.99,1,-1,-1,-1,00:00:02:9
30,1,87.03,158.00,60.62,101.00,1,-1,-1,-1,00:00:03:0
31,1,87.11,158.00,60.66,101.00,1,-1,-1,-1,00:00:03:1
32,1,87.14,158.00,60.69,101.00,1,-1,-1,-1,00:00:03:2
33,1,86.86,158.00,60.62,101.00,1,-1,-1,-1,00:00:03:3
34,1,86.78,158.00,60.56,101.00,1,-1,-1,-1,00:00:03:4
35,1,86.76,158.00,60.51,101.00,1,-1,-1,-1,00:00:03:5
36,1,86.77,158.00,60.46,101.00,1,-1,-1,-1,00:00:03:6
37,1,86.95,158.64,60.09,100.36,1,-1,-1,-1,00:00:03:7
38,1,87.01,158.88,59.96,100.11,1,-1,-1,-1,00:00:03:8
39,1,86.87,158.33,60.24,100.66,1,-1,-1,-1,00:00:03:9
40,1,86.83,158.12,60.32,100.87,1,-1,-1,-1,00:00:04:0
41,1,86.99,158.69,60.01,100.31,1,-1,-1,-1,00:00:04:1
42,1,87.04,158.90,59.90,100.10,1,-1,-1,-1,00:00:04:2
43,1,87.06,158.98,59.86,100.02,1,-1,-1,-1,00:00:04:3
44,1,87.23,159.01,59.53,99.35,1,-1,-1,-1,00:00:04:4
45,1,87.11,159.02,59.77,99.74,1,-1,-1,-1,00:00:04:5
46,1,87.06,159.02,59.87,99.89,1,-1,-1,-1,00:00:04:6
47,1,87.04,159.02,59.91,99.94,1,-1,-1,-1,00:00:04:7
48,1,87.36,159.66,59.28,98.68,1,-1,-1,-1,00:00:04:8
49,1,87.28,159.26,59.42,98.85,1,-1,-1,-1,00:00:04:9
50,1,87.40,159.75,59.18,98.27,1,-1,-1,-1,00:00:05:0
51,1,87.09,159.29,59.80,99.34,1,-1,-1,-1,00:00:05:1
52,1,87.31,159.76,59.37,98.46,1,-1,-1,-1,00:00:05:2
53,1,87.09,159.94,59.16,98.13,1,-1,-1,-1,00:00:05:3
54,1,87.01,160.00,59.08,98.01,1,-1,-1,-1,00:00:05:4
55,1,86.99,160.03,59.05,97.96,1,-1,-1,-1,00:00:05:5
56,1,86.61,160.03,59.12,97.95,1,-1,-1,-1,00:00:05:6
57,1,86.81,160.04,59.11,97.94,1,-1,-1,-1,00:00:05:7
58,1,87.16,160.03,59.19,97.94,1,-1,-1,-1,00:00:05:8
59,1,87.28,160.03,59.27,97.95,1,-1,-1,-1,00:00:05:9
60,1,87.30,160.03,59.33,97.95,1,-1,-1,-1,00:00:06:0
61,1,87.29,160.03,59.40,97.95,1,-1,-1,-1,00:00:06:1
62,1,87.27,160.03,59.45,97.96,1,-1,-1,-1,00:00:06:2
63,1,87.25,160.03,59.50,97.96,1,-1,-1,-1,00:00:06:3
64,1,87.23,160.02,59.55,97.96,1,-1,-1,-1,00:00:06:4
65,1,87.21,160.02,59.59,97.96,1,-1,-1,-1,00:00:06:5
66,1,87.19,160.02,59.63,97.97,1,-1,-1,-1,00:00:06:6
67,1,87.17,160.02,59.66,97.97,1,-1,-1,-1,00:00:06:7
68,1,87.15,160.02,59.70,97.97,1,-1,-1,-1,00:00:06:8
69,1,87.14,160.02,59.72,97.97,1,-1,-1,-1,00:00:06:9
70,1,87.13,160.02,59.75,97.97,1,-1,-1,-1,00:00:07:0
71,1,87.11,160.02,59.77,97.97,1,-1,-1,-1,00:00:07:1
72,1,87.10,160.01,59.79,97.98,1,-1,-1,-1,00:00:07:2
73,1,87.09,160.01,59.81,97.98,1,-1,-1,-1,00:00:07:3
74,1,87.09,160.01,59.83,97.98,1,-1,-1,-1,00:00:07:4
75,1,87.08,160.01,59.85,97.98,1,-1,-1,-1,00:00:07:5
76,1,87.07,160.01,59.86,97.98,1,-1,-1,-1,00:00:07:6
77,1,87.06,160.01,59.87,97.98,1,-1,-1,-1,00:00:07:7
78,1,87.06,160.01,59.89,97.98,1,-1,-1,-1,00:00:07:8
79,1,87.05,160.01,59.90,97.98,1,-1,-1,-1,00:00:07:9
80,1,87.05,160.01,59.91,97.99,1,-1,-1,-1,00:00:08:0
81,1,86.40,160.01,59.91,97.99,1,-1,-1,-1,00:00:08:1
82,1,86.46,159.37,60.59,99.27,1,-1,-1,-1,00:00:08:2
83,1,86.68,159.12,60.46,99.12,1,-1,-1,-1,00:00:08:3
84,1,86.94,159.67,60.05,98.42,1,-1,-1,-1,00:00:08:4
85,1,86.87,159.24,60.24,98.79,1,-1,-1,-1,00:00:08:5
86,1,87.02,159.72,59.96,98.29,1,-1,-1,-1,00:00:08:6
87,1,86.90,159.26,60.20,98.74,1,-1,-1,-1,00:00:08:7
88,1,86.70,159.08,60.60,99.55,1,-1,-1,-1,00:00:08:8
89,1,86.81,159.02,60.37,99.22,1,-1,-1,-1,00:00:08:9
90,1,86.70,158.99,60.61,99.74,1,-1,-1,-1,00:00:09:0
91,1,86.84,158.98,60.32,99.29,1,-1,-1,-1,00:00:09:1
92,1,86.90,158.98,60.20,99.12,1,-1,-1,-1,00:00:09:2
93,1,87.09,159.62,59.82,98.41,1,-1,-1,-1,00:00:09:3
94,1,86.99,159.23,60.03,98.78,1,-1,-1,-1,00:00:09:4
95,1,86.95,159.07,60.10,98.92,1,-1,-1,-1,00:00:09:5
96,1,86.94,159.02,60.12,98.98,1,-1,-1,-1,00:00:09:6
97,1,86.94,159.00,60.12,99.00,1,-1,-1,-1,00:00:09:7
98,1,86.78,158.99,60.44,99.65,1,-1,-1,-1,00:00:09:8
99,1,86.74,158.99,60.53,99.89,1,-1,-1,-1,00:00:09:9
100,1,86.74,158.99,60.53,99.98,1,-1,-1,-1,00:00:10:0
101,1,86.75,158.99,60.50,100.02,1,-1,-1,-1,00:00:10:1
102,1,86.77,158.99,60.46,100.03,1,-1,-1,-1,00:00:10:2
103,1,86.96,158.99,60.09,99.39,1,-1,-1,-1,00:00:10:3
104,1,87.30,158.99,60.05,99.15,1,-1,-1,-1,00:00:10:4
105,1,87.12,158.99,60.00,99.06,1,-1,-1,-1,00:00:10:5
106,1,87.22,159.63,59.65,98.38,1,-1,-1,-1,00:00:10:6
107,1,87.08,159.23,59.88,98.76,1,-1,-1,-1,00:00:10:7
108,1,87.02,159.08,59.97,98.91,1,-1,-1,-1,00:00:10:8
109,1,87.00,159.03,60.00,98.97,1,-1,-1,-1,00:00:10:9
110,1,87.00,159.00,60.01,98.99,1,-1,-1,-1,00:00:11:0
111,1,86.72,159.00,59.92,99.00,1,-1,-1,-1,00:00:11:1
112,1,86.91,158.99,59.93,99.00,1,-1,-1,-1,00:00:11:2
113,1,86.99,158.99,59.93,99.00,1,-1,-1,-1,00:00:11:3
114,1,87.01,158.99,59.94,99.00,1,-1,-1,-1,00:00:11:4
115,1,86.91,159.63,59.52,98.36,1,-1,-1,-1,00:00:11:5
116,1,86.88,159.88,59.34,98.12,1,-1,-1,-1,00:00:11:6
117,1,87.15,159.97,59.36,98.02,1,-1,-1,-1,00:00:11:7
118,1,87.07,159.36,59.73,98.63,1,-1,-1,-1,00:00:11:8
119,1,87.04,159.13,59.88,98.86,1,-1,-1,-1,00:00:11:9
120,1,87.03,159.04,59.93,98.95,1,-1,-1,-1,00:00:12:0
120,2,330.76,91.29,42.24,87.79,1,-1,-1,-1,00:00:12:0
121,1,87.19,159.65,59.63,98.34,1,-1,-1,-1,00:00:12:1
121,2,335.04,91.92,41.94,87.24,1,-1,-1,-1,00:00:12:1
122,1,87.06,159.24,59.87,98.75,1,-1,-1,-1,00:00:12:2
122,2,342.05,93.51,39.81,82.90,1,-1,-1,-1,00:00:12:2
123,1,86.85,159.09,60.30,99.55,1,-1,-1,-1,00:00:12:3
123,2,346.79,95.45,38.69,80.62,1,-1,-1,-1,00:00:12:3
124,1,86.79,159.03,60.43,99.85,1,-1,-1,-1,00:00:12:4
124,2,352.06,98.18,38.48,79.86,1,-1,-1,-1,00:00:12:4
125,1,86.78,159.00,60.45,99.97,1,-1,-1,-1,00:00:12:5
125,2,356.23,98.43,39.08,80.31,1,-1,-1,-1,00:00:12:5
126,1,86.95,159.00,60.10,99.37,1,-1,-1,-1,00:00:12:6
126,2,360.88,98.48,40.19,81.17,1,-1,-1,-1,00:00:12:6
127,1,87.02,158.99,59.97,99.14,1,-1,-1,-1,00:00:12:7
127,2,364.85,99.80,41.19,82.18,1,-1,-1,-1,00:00:12:7
128,1,86.87,158.99,60.26,99.70,1,-1,-1,-1,00:00:12:8
128,2,370.54,101.58,40.83,81.25,1,-1,-1,-1,00:00:12:8
129,1,86.99,158.99,60.02,99.27,1,-1,-1,-1,00:00:12:9
129,2,378.15,103.53,39.40,77.62,1,-1,-1,-1,00:00:12:9
129,3,324.97,90.35,29.29,85.85,1,-1,-1,-1,00:00:12:9
130,1,87.04,158.99,59.93,99.10,1,-1,-1,-1,00:00:13:0
130,2,384.31,105.56,39.30,76.95,1,-1,-1,-1,00:00:13:0
130,3,326.72,90.27,29.98,87.55,1,-1,-1,-1,00:00:13:0
131,1,87.05,158.99,59.90,99.04,1,-1,-1,-1,00:00:13:1
131,2,390.24,106.92,40.24,78.04,1,-1,-1,-1,00:00:13:1
131,3,330.44,91.57,30.20,86.79,1,-1,-1,-1,00:00:13:1
132,1,87.05,158.99,59.90,99.01,1,-1,-1,-1,00:00:13:2
132,2,395.41,109.36,40.33,77.15,1,-1,-1,-1,00:00:13:2
